case_id,activity,timestamp,resource,cost,duration
Case_0017,End,2023-02-06 13:56:09.478492,System,0.0,0.1
Case_0018,Start,2023-05-05 00:00:00.000000,System,0.0,0.1
Case_0018,Check Form,2023-05-05 19:02:46.488331,Clerk_B,17.616396574475107,0.6453962213432349
Case_0018,Approve,2023-05-06 16:52:28.564137,Manager_B,68.19183741848016,0.24333694978573642
Case_0018,End,2023-05-07 01:03:45.401472,System,0.0,0.1
Case_0019,Start,2023-11-27 00:00:00.000000,System,0.0,0.1
Case_0019,Check Form,2023-11-27 03:15:48.999731,Clerk_B,39.1285435376473,1.7008887662925483
Case_0019,Approve,2023-11-27 10:17:23.951471,Manager_B,32.009114854738726,0.3467904286297866
Case_0019,End,2023-11-27 16:22:44.022980,System,0.0,0.1
Case_0020,Start,2023-02-08 00:00:00.000000,System,0.0,0.1
Case_0020,Check Form,2023-02-08 11:11:31.225690,Clerk_C,13.916349128064013,1.478217340997783
Case_0020,Approve,2023-02-09 14:03:32.588239,Manager_A,71.31834915040638,0.8789565875314445
Case_0020,End,2023-02-09 16:53:18.508219,System,0.0,0.1
Case_0021,Start,2023-09-06 00:00:00.000000,System,0.0,0.1
Case_0021,Check Form,2023-09-06 12:04:16.477008,Clerk_B,46.09771462042195,0.7469556821022902
Case_0021,Approve,2023-09-06 14:10:13.407663,Manager_B,39.26246144734601,0.7572732028801301
Case_0021,End,2023-09-06 23:12:21.418233,System,0.0,0.1
Case_0022,Start,2023-10-12 00:00:00.000000,System,0.0,0.1
Case_0022,Check Form,2023-10-12 16:13:22.944630,Clerk_B,16.191873010962567,0.9450617382418462
Case_0022,Approve,2023-10-14 14:47:01.215469,Manager_A,62.3987780189532,0.24573221832598646
Case_0022,End,2023-10-14 22:12:34.648210,System,0.0,0.1
Case_0023,Start,2023-09-15 00:00:00.000000,System,0.0,0.1
Case_0023,Check Form,2023-09-15 22:08:45.254433,Clerk_C,16.29730911757933,1.9411683549116756
Case_0023,Approve,2023-09-16 03:49:51.713077,Manager_A,58.76062768020451,0.388163116000745
Case_0023,End,2023-09-16 06:08:59.222989,System,0.0,0.1
Case_0024,Start,2023-10-19 00:00:00.000000,System,0.0,0.1
Case_0024,Check Form,2023-10-19 06:39:46.630797,Clerk_C,11.589666491562575,0.6229751082423132
Case_0024,Approve,2023-10-20 14:54:07.626834,Manager_B,71.73531288682136,0.3634073595388292
Case_0024,End,2023-10-20 23:46:48.822145,System,0.0,0.1
Case_0025,Start,2023-05-03 00:00:00.000000,System,0.0,0.1
Case_0025,Check Form,2023-05-03 07:06:32.881638,Clerk_A,36.86760891839885,0.9499956196981434
Case_0025,Approve,2023-05-03 23:39:11.825341,Manager_A,25.46577284421232,0.6969274043944742
Case_0025,End,2023-05-04 06:50:46.373708,System,0.0,0.1
Case_0026,Start,2023-02-21 00:00:00.000000,System,0.0,0.1
Case_0026,Check Form,2023-02-21 02:41:05.987707,Clerk_A,30.235387761950612,0.698684855549701
Case_0026,Approve,2023-02-21 20:44:21.850777,Manager_A,43.4763544369442,0.3261974658857856
Case_0026,End,2023-02-22 06:54:38.150981,System,0.0,0.1
Case_0027,Start,2023-12-27 00:00:00.000000,System,0.0,0.1
Case_0027,Check Form,2023-12-27 07:57:28.419439,Clerk_C,31.157627704090803,1.5017948055688755
Case_0027,Reject,2023-12-28 11:28:10.557419,Manager_A,38.4732500981776,0.24028733431801033
Case_0027,End,2023-12-28 13:02:48.273487,System,0.0,0.1
Case_0028,Start,2023-02-24 00:00:00.000000,System,0.0,0.1
Case_0028,Check Form,2023-02-24 18:04:32.101434,Clerk_A,20.893928492592654,1.4072447405453359
Case_0028,Approve,2023-02-26 05:05:08.679624,Manager_B,50.27045290489936,0.4008970016559153
Case_0028,End,2023-02-26 16:04:31.777854,System,0.0,0.1
Case_0029,Start,2023-01-27 00:00:00.000000,System,0.0,0.1
Case_0029,Check Form,2023-01-27 03:07:22.313127,Clerk_B,43.17392357488877,0.566130142698575
Case_0029,Approve,2023-01-27 20:27:59.275920,Manager_B,33.07909881369431,0.5534684094886805
Case_0029,End,2023-01-28 05:13:43.706812,System,0.0,0.1
Case_0030,Start,2023-10-15 00:00:00.000000,System,0.0,0.1
Case_0030,Check Form,2023-10-15 01:13:20.651128,Clerk_A,47.80203756186556,1.5365294356338146
Case_0030,Approve,2023-10-15 10:04:44.040803,Manager_B,54.125478324489706,0.3184750284539861
Case_0030,End,2023-10-15 12:28:50.883367,System,0.0,0.1
Case_0031,Start,2023-06-07 00:00:00.000000,System,0.0,0.1
Case_0031,Check Form,2023-06-07 09:23:13.145469,Clerk_A,45.956985461058984,0.8151148075096311
Case_0031,Approve,2023-06-07 22:51:55.270284,Manager_B,73.69185113186445,0.7995820889148315
Case_0031,End,2023-06-08 10:02:55.517658,System,0.0,0.1
Case_0032,Start,2023-05-02 00:00:00.000000,System,0.0,0.1
Case_0032,Check Form,2023-05-02 20:53:09.351647,Clerk_A,45.25664818653298,0.5371795428472831
Case_0032,Approve,2023-05-04 08:46:04.428170,Manager_B,65.11175694685696,0.8912512227002236
Case_0032,End,2023-05-04 18:41:10.101106,System,0.0,0.1
Case_0033,Start,2023-05-17 00:00:00.000000,System,0.0,0.1
Case_0033,Check Form,2023-05-17 04:39:41.581399,Clerk_C,14.323825056118284,1.8082501743591346
Case_0033,Approve,2023-05-18 22:09:24.623821,Manager_B,42.48292122229593,0.8564291047772497
Case_0033,End,2023-05-19 08:44:29.016041,System,0.0,0.1
Case_0034,Start,2023-04-25 00:00:00.000000,System,0.0,0.1
Case_0034,Check Form,2023-04-25 01:32:39.415193,Clerk_A,25.93863914259134,0.9179045915345059
Case_0034,Approve,2023-04-25 06:44:15.492165,Manager_B,57.074086930381384,0.5197427074880487
Case_0034,End,2023-04-25 18:31:49.019778,System,0.0,0.1
Case_0035,Start,2023-10-02 00:00:00.000000,System,0.0,0.1
Case_0035,Check Form,2023-10-02 08:36:59.209088,Clerk_A,14.613670074057104,1.955600916533342
Case_0035,Reject,2023-10-02 18:49:50.039446,Manager_B,15.956429933831568,0.3789713764963234
Case_0035,End,2023-10-02 21:33:32.407456,System,0.0,0.1
Case_0036,Start,2023-06-10 00:00:00.000000,System,0.0,0.1
Case_0036,Check Form,2023-06-10 11:02:13.413584,Clerk_C,14.62583136117322,1.8492570993667994
Case_0036,Approve,2023-06-10 21:46:50.458642,Manager_B,25.08456391093147,0.9404601323992663
Case_0036,End,2023-06-11 04:42:13.157727,System,0.0,0.1
Case_0037,Start,2023-12-10 00:00:00.000000,System,0.0,0.1
Case_0037,Check Form,2023-12-10 05:31:54.508690,Clerk_B,12.798952445052407,1.4963565273669084
Case_0037,Approve,2023-12-10 22:43:15.634659,Manager_A,60.98771315069751,0.44025781456901136
Case_0037,End,2023-12-11 03:07:23.307282,System,0.0,0.1
Case_0038,Start,2023-07-29 00:00:00.000000,System,0.0,0.1
Case_0038,Check Form,2023-07-29 08:30:07.944522,Clerk_C,21.82620810103788,0.6909316985887298
Case_0038,Reject,2023-07-30 05:50:33.857395,Manager_A,30.387872898784515,0.2902849623696696
Case_0038,End,2023-07-30 09:34:56.727231,System,0.0,0.1
Case_0039,Start,2023-01-01 00:00:00.000000,System,0.0,0.1
Case_0039,Check Form,2023-01-01 07:59:20.845799,Clerk_A,27.195525999593386,1.369977171793523
Case_0039,Approve,2023-01-02 16:06:20.097084,Manager_B,58.781361659504995,0.6089391974996696
Case_0039,End,2023-01-03 01:50:12.018889,System,0.0,0.1
Case_0040,Start,2023-03-28 00:00:00.000000,System,0.0,0.1
Case_0040,Check Form,2023-03-28 16:09:12.841686,Clerk_B,30.618080396608658,1.4494112836486936
Case_0040,Reject,2023-03-29 09:34:20.016782,Manager_A,31.819891763929178,0.2673921997991865
Case_0040,End,2023-03-29 11:34:04.355571,System,0.0,0.1
Case_0041,Start,2023-01-13 00:00:00.000000,System,0.0,0.1
Case_0041,Check Form,2023-01-13 02:03:46.495858,Clerk_B,34.450958922427205,1.6527340085002953
Case_0041,Reject,2023-01-14 01:00:43.413342,Manager_A,32.95864788747471,0.3151935402178254
Case_0041,End,2023-01-14 04:00:37.164874,System,0.0,0.1
Case_0042,Start,2023-03-17 00:00:00.000000,System,0.0,0.1
Case_0042,Check Form,2023-03-17 16:05:21.603320,Clerk_A,45.70639304845466,1.790660848133782
Case_0042,Approve,2023-03-19 10:49:14.641352,Manager_A,33.79433408532658,0.9663728338236319
Case_0042,End,2023-03-19 17:31:05.768270,System,0.0,0.1
Case_0043,Start,2023-01-26 00:00:00.000000,System,0.0,0.1
Case_0043,Check Form,2023-01-26 13:49:13.199746,Clerk_A,28.258473018806903,1.7021249025833967
Case_0043,Reject,2023-01-27 22:31:44.072262,Manager_B,38.7509902110789,0.4674277777431311
Case_0043,End,2023-01-28 02:35:31.814072,System,0.0,0.1
Case_0044,Start,2023-09-16 00:00:00.000000,System,0.0,0.1
Case_0044,Check Form,2023-09-16 10:48:54.134668,Clerk_C,27.836544483068018,0.7387368613144989
Case_0044,Approve,2023-09-18 04:26:37.691728,Manager_A,66.99314439209604,0.4218490825045924
Case_0044,End,2023-09-18 13:59:53.615207,System,0.0,0.1
Case_0045,Start,2023-09-06 00:00:00.000000,System,0.0,0.1
Case_0045,Check Form,2023-09-06 15:24:54.770582,Clerk_B,27.59490373059611,1.5703172939165846
Case_0045,Approve,2023-09-07 04:12:06.907101,Manager_A,31.918703075807784,0.38500918378254945
Case_0045,End,2023-09-07 12:50:07.319668,System,0.0,0.1
Case_0046,Start,2023-12-28 00:00:00.000000,System,0.0,0.1
Case_0046,Check Form,2023-12-28 05:55:15.298224,Clerk_B,26.303974786663467,1.3139167107558731
Case_0046,Approve,2023-12-29 03:02:47.511391,Manager_B,44.473840633347066,0.8158366178517307
Case_0046,End,2023-12-29 14:27:11.567921,System,0.0,0.1
Case_0047,Start,2023-01-11 00:00:00.000000,System,0.0,0.1
Case_0047,Check Form,2023-01-11 20:42:17.412275,Clerk_C,25.215241157108466,0.5088441253759897
Case_0047,Approve,2023-01-12 14:53:08.669997,Manager_B,51.911028380511574,0.7877072486050862
Case_0047,End,2023-01-13 00:41:03.449566,System,0.0,0.1
Case_0048,Start,2023-04-23 00:00:00.000000,System,0.0,0.1
Case_0048,Check Form,2023-04-23 12:13:45.400741,Clerk_B,27.433439041865462,0.5435372299200729
Case_0048,Approve,2023-04-24 05:41:28.453177,Manager_B,61.20906888136444,0.872404530450047
Case_0048,End,2023-04-24 16:48:22.301355,System,0.0,0.1
Case_0049,Start,2023-11-15 00:00:00.000000,System,0.0,0.1
Case_0049,Check Form,2023-11-15 13:17:05.436525,Clerk_B,33.675711025116435,1.494499635254242
Case_0049,Approve,2023-11-15 19:08:47.136259,Manager_B,34.086451325671604,0.4081250511354438
Case_0049,End,2023-11-15 23:44:50.301870,System,0.0,0.1
Case_0050,Start,2023-08-21 00:00:00.000000,System,0.0,0.1
Case_0050,Check Form,2023-08-21 08:31:02.832644,Clerk_B,21.13026462555224,1.9268061797908427
Case_0050,Reject,2023-08-22 05:54:33.967955,Manager_B,15.484582176250267,0.36182571437676014
Case_0050,End,2023-08-22 11:54:32.308868,System,0.0,0.1
